player_id,country,region,platform,acquisition_channel,age,skill_segment,device_name,clean_signup_date,row_num
P00805,"United Kingdom",EMEA,Mobile,Influencer,21,Casual,PS5,"2026-01-28 00:00:00",1
P00806,France,EMEA,PlayStation,Influencer,42,Casual,"Xbox Series X","2026-02-28 18:19:00",1
P00806,France,EMEA,PlayStation,"Paid Search",42,Casual,"Xbox Series X","2026-02-28 18:19:00",1
P00807,Brazil,LATAM,PC,Organic,20,Core,"Android Tablet","2025-08-15 06:39:00",1
P00808,Mexico,LATAM,PC,Influencer,20,Casual,"Windows 10","2025-12-04 23:45:00",1
P00809,"United States",NA,PlayStation,"Paid Search",24,Casual,"Windows 10","2026-01-22 00:00:00",1
P00810,Spain,EMEA,PC,"Paid Search",17,Competitive,PS5,"2026-02-11 00:00:00",1
P00811,India,NA,PlayStation,Organic,44,Casual,"Windows 11","2026-01-03 19:43:00",1
P00811,Canada,NA,PlayStation,Organic,44,Casual,"Windows 11","2026-02-04 07:16:00",1
P00812,"United Kingdom",EMEA,PC,"App Store",40,Core,PS5,"2025-09-20 03:03:32",1
P00813,Germany,EMEA,Xbox,Influencer,26,Casual,"Samsung Galaxy","2025-12-11 22:43:00",1
P00814,"South korea",APAC,Mobile,Community,33,Casual,iPad,"2025-10-05 00:00:00",1
P00815,India,APAC,PC,Influencer,16,Casual,PS5,"2026-01-25 00:00:00",1
P00816,Mexico,LATAM,PlayStation,Organic,32,Casual,iPhone,"2026-02-17 00:00:00",1
P00817,India,APAC,PC,Influencer,20,Casual,Pixel,"2025-10-13 06:53:39",1
P00818,"United States",NA,Mobile,Organic,26,Casual,"Android Tablet","2026-02-20 00:00:00",1
P00819,"United States",NA,PlayStation,"App Store",29,Competitive,"Samsung Galaxy","2026-01-28 08:07:00",1
P00820,Brazil,LATAM,PC,"Paid Search",34,Casual,"Android Tablet","2026-01-30 00:00:00",1
P00821,Japan,APAC,Mobile,Influencer,23,Core,iPhone,"2025-11-13 02:46:00",1
P00822,Brazil,LATAM,Xbox,Influencer,23,Core,"Xbox Series X","2025-09-16 00:00:00",1
P00823,"United States",EMEA,PC,"Paid Search",45,Casual,PS5,"2025-09-04 12:27:50",1
P00823,"United Kingdom",EMEA,PC,"Paid Search",45,Casual,PS5,"2026-01-27 00:00:00",1
P00824,Brazil,LATAM,PC,Influencer,30,Casual,PS5,"2025-09-01 00:00:00",1
P00825,"South korea",APAC,PlayStation,"App Store",39,Casual,"Steam Deck","2025-11-10 00:51:00",1
P00826,Germany,EMEA,PC,Organic,25,Casual,PS5,"2025-11-19 10:35:00",1
P00827,Japan,APAC,Mobile,Influencer,34,Core,"Windows 10","2026-01-06 07:07:00",1
P00827,"United States",APAC,Mobile,Organic,34,Core,"Windows 10","2026-01-06 07:07:00",1
P00828,India,APAC,PlayStation,"Paid Search",18,Casual,"Windows 11","2026-02-05 00:00:00",1
P00829,"United States",NA,PC,"Paid Search",NULL,Competitive,"Samsung Galaxy","2025-09-12 17:54:00",1
P00830,"United States",NA,Xbox,"Paid Search",28,Competitive,"Xbox Series X","2025-09-06 00:00:00",1
P00831,"South korea",APAC,Mobile,Discord,26,Core,iPhone,"2026-01-04 09:33:25",1
P00832,Japan,APAC,Xbox,Community,20,Core,"Windows 11","2025-08-11 19:43:00",1
P00832,Japan,APAC,Xbox,Influencer,20,Core,"Windows 11","2025-08-11 19:43:00",1
P00833,"United Kingdom",EMEA,PC,Referral,32,Core,Pixel,"2025-09-23 00:00:00",1
P00834,India,APAC,PC,Organic,23,Core,"Windows 11","2026-03-08 16:33:27",1
P00835,France,EMEA,Xbox,"Paid Search",37,Core,iPhone,"2026-01-25 00:00:00",1
P00836,Japan,APAC,PlayStation,Influencer,33,Casual,"Windows 11","2026-01-27 10:22:56",1
P00837,Mexico,LATAM,PC,Discord,20,Core,PS5,"2025-10-08 11:53:00",1
P00838,Germany,EMEA,Xbox,"App Store",30,Casual,"Samsung Galaxy","2025-09-12 00:00:00",1
P00839,Brazil,LATAM,Mobile,Organic,NULL,Core,iPhone,"2025-11-27 00:00:00",1
P00840,India,APAC,PC,Referral,28,Casual,iPhone,"2025-08-22 00:00:00",1
P00841,"United Kingdom",EMEA,PC,Organic,43,Casual,iPhone,"2026-01-22 00:34:44",1
P00842,"United States",NA,Xbox,Influencer,28,Casual,"Xbox Series X","2025-12-10 00:00:00",1
P00843,"United Kingdom",EMEA,PC,Influencer,42,Core,"Android Tablet","2025-10-02 12:27:00",1
P00844,France,EMEA,Mobile,"Paid Search",44,Casual,"Windows 11","2025-12-14 10:47:53",1
P00845,"United States",NA,PC,Referral,42,Casual,"Xbox Series X","2026-01-06 00:00:00",1
P00846,Spain,EMEA,Mobile,Influencer,43,Competitive,"Android Tablet","2025-09-27 00:00:00",1
P00847,Germany,EMEA,PC,Referral,17,Casual,"Windows 11","2025-08-30 14:37:31",1
P00848,"United States",NA,PlayStation,"Paid Search",23,Core,"Windows 10","2026-03-01 00:00:00",1
P00849,"South Korea",APAC,Xbox,Influencer,39,Casual,PS5,"2026-01-08 21:50:00",1
P00850,Japan,APAC,PlayStation,Influencer,17,Casual,"Android Tablet","2026-01-01 00:00:00",1
P00851,Australia,APAC,Mobile,Influencer,33,Casual,iPad,"2025-11-06 23:58:22",1
P00852,Mexico,LATAM,PC,Discord,39,Competitive,"Windows 10","2025-08-13 00:00:00",1
P00853,"United States",NA,PlayStation,"Paid Search",24,Core,iPhone,"2025-09-19 00:30:00",1
P00854,Mexico,LATAM,Mobile,Influencer,22,Casual,"Samsung Galaxy","2026-01-24 22:36:09",1
P00855,Australia,APAC,PlayStation,Referral,20,Casual,iPhone,"2025-12-12 15:32:06",1
P00856,France,EMEA,Mobile,Organic,33,Casual,"Xbox Series X","2025-12-22 00:00:00",1
P00857,Mexico,LATAM,PlayStation,Influencer,27,Casual,"Windows 10",NULL,1
P00858,Australia,APAC,PC,Discord,29,Core,iPad,"2026-01-17 11:52:00",1
P00859,India,APAC,PC,Organic,19,Casual,"Windows 11","2025-11-13 05:26:00",1
P00860,Mexico,LATAM,Mobile,Referral,38,Casual,iPhone,"2025-12-16 00:00:00",1
P00861,Canada,NA,Mobile,Influencer,32,Core,PS5,"2026-02-17 00:00:00",1
P00862,Mexico,LATAM,PC,"Paid Search",23,Casual,"Windows 10","2025-09-22 15:05:40",1
P00863,"United Kingdom",EMEA,PC,Organic,29,Competitive,iPhone,"2025-08-19 19:53:31",1
P00864,"United States",NA,Mobile,Community,36,Core,"Windows 10","2025-11-28 00:00:00",1
P00865,"South Korea",APAC,Mobile,Organic,20,Core,"Xbox Series X","2025-11-24 00:00:00",1
P00866,NULL,EMEA,Xbox,Influencer,39,Casual,PS5,"2026-02-19 12:57:47",1
P00867,"United Kingdom",EMEA,Mobile,Influencer,34,Competitive,"Windows 10","2025-12-05 00:00:00",1
P00868,"United States",NA,PC,"Paid Search",45,Core,"Android Tablet","2025-09-04 00:00:00",1
P00868,"United States",NA,PC,"Paid Search",45,Core,"Android Tablet","2025-11-18 07:26:28",1
P00869,"United States",NA,PC,NULL,38,Casual,"Windows 10","2025-11-25 00:00:00",1
P00870,India,APAC,PlayStation,"App Store",42,Core,PS5,"2025-08-18 00:00:00",1
P00871,"United States",NA,PlayStation,"App Store",24,Casual,"Xbox Series X","2025-10-17 15:49:51",1
P00871,Japan,NA,Xbox,"App Store",24,Casual,"Xbox Series X","2025-11-08 21:37:23",1
P00872,"United States",NA,PC,"Paid Search",37,Core,PS5,"2025-09-08 08:18:00",1
P00873,Japan,APAC,Xbox,Referral,36,Casual,iPhone,"2026-03-06 00:00:00",1
P00874,India,APAC,PlayStation,Community,22,Core,"Windows 10","2026-01-23 17:22:00",1
P00875,"United States",NA,Mobile,Referral,28,Casual,PS5,"2025-12-22 00:00:00",1
P00876,Germany,EMEA,Mobile,"Paid Search",45,Competitive,PS5,"2025-10-11 00:00:00",1
P00877,Japan,APAC,PlayStation,Discord,22,Casual,PS5,"2026-01-17 05:44:31",1
P00878,"United Kingdom",EMEA,Mobile,NULL,20,Casual,Pixel,"2025-08-09 08:07:00",1
P00879,"United States",NA,Mobile,Community,24,Competitive,NULL,"2025-10-14 00:00:00",1
P00880,"United States",NA,PC,Organic,22,Casual,Pixel,"2025-12-30 00:00:00",1
P00881,"United States",NA,Mobile,Referral,37,Casual,PS5,"2025-11-06 00:00:00",1
P00882,India,APAC,PC,Community,27,Core,iPhone,"2025-11-18 11:49:00",1
P00883,India,APAC,PC,"Paid Search",20,Core,"Windows 11","2025-08-05 00:00:00",1
P00884,"United States",NA,PC,Influencer,34,Casual,iPad,"2025-09-02 00:00:00",1
P00885,India,APAC,PC,Influencer,22,Competitive,"Samsung Galaxy","2026-01-23 00:00:00",1
P00886,Japan,APAC,Mobile,Influencer,18,Casual,Pixel,"2026-01-02 15:01:04",1
P00887,Germany,EMEA,PC,Influencer,21,Casual,"Windows 11","2025-09-17 00:00:00",1
P00888,India,APAC,NULL,"Paid Search",22,Competitive,"Windows 10","2025-08-15 00:00:00",1
P00889,Australia,APAC,PC,Influencer,31,Core,PS5,"2025-10-03 00:00:00",1
P00890,"United States",NA,PC,Organic,20,Core,"Android Tablet","2025-08-29 00:00:00",1
P00891,"United States",NA,PlayStation,Organic,21,Core,PS5,"2025-11-05 00:00:00",1
P00892,Germany,EMEA,Mobile,Referral,20,Core,PS5,"2025-11-18 12:05:00",1
P00893,"United Kingdom",EMEA,Mobile,"Paid Search",21,Core,"Xbox Series X","2026-03-04 00:00:00",1
P00894,India,APAC,PC,Discord,18,Core,"Windows 11","2026-02-14 05:15:00",1
P00895,France,EMEA,Mobile,"App Store",19,Core,"Windows 10","2025-09-27 00:00:00",1
P00896,"South korea",APAC,PlayStation,Influencer,38,Casual,iPhone,"2025-09-25 22:45:00",1
P00896,India,APAC,PlayStation,Influencer,38,Casual,iPhone,"2025-10-03 00:00:00",1
P00897,"United States",NA,Mobile,Influencer,41,Casual,"Android Tablet","2026-01-29 01:56:00",1
P00898,"United States",NA,PC,"Paid Search",27,Casual,"Windows 10",NULL,1
P00899,Mexico,LATAM,Mobile,"Paid Search",28,Casual,"Xbox Series X","2025-10-09 05:48:00",1
P00900,"United Kingdom",EMEA,PlayStation,Influencer,38,Core,"Android Tablet","2025-10-22 00:00:00",1
P00901,Germany,EMEA,PlayStation,Discord,27,Competitive,"Samsung Galaxy","2025-10-31 00:00:00",1
P00902,India,APAC,PlayStation,Referral,24,Core,iPad,"2025-10-16 09:04:00",1
P00903,"South Korea",APAC,PC,Discord,20,Casual,"Steam Deck","2025-11-12 06:41:00",1
P00904,France,EMEA,Mobile,"App Store",44,Core,"Steam Deck","2025-10-16 02:47:00",1
P00905,"United States",NA,PC,Organic,30,Competitive,"Windows 11","2026-02-18 12:45:31",1
P00906,"United Kingdom",EMEA,PC,Influencer,NULL,Core,iPhone,"2025-09-17 04:10:00",1
P00907,Brazil,LATAM,Mobile,Influencer,36,Competitive,"Windows 11","2026-01-21 00:00:00",1
P00908,"United Kingdom",EMEA,PlayStation,NULL,35,Casual,"Windows 11","2025-09-18 00:00:00",1
P00909,Australia,APAC,Mobile,Influencer,21,Casual,PS5,"2025-11-18 03:31:00",1
P00910,Mexico,LATAM,PlayStation,Organic,36,Casual,"Windows 11","2026-03-07 05:32:00",1
P00911,"United Kingdom",EMEA,Xbox,Organic,22,Competitive,"Windows 11","2026-02-12 14:10:24",1
P00912,Spain,EMEA,Mobile,Referral,39,Casual,"Windows 10","2025-08-19 03:40:00",1
P00913,"United Kingdom",EMEA,PlayStation,Influencer,38,Casual,"Windows 11","2026-01-25 00:00:00",1
P00914,"United States",NA,Mobile,"Paid Search",30,Casual,iPad,"2026-01-31 00:00:00",1
P00915,Germany,EMEA,PC,"Paid Search",45,Casual,"Windows 11","2025-08-22 00:00:00",1
P00916,France,EMEA,Mobile,"Paid Search",32,Core,"Xbox Series X","2025-10-22 05:56:22",1
P00917,Mexico,LATAM,PlayStation,Influencer,27,Casual,Pixel,"2025-08-19 00:00:00",1
P00918,India,APAC,Mobile,"Paid Search",40,Core,"Android Tablet","2026-02-23 20:53:00",1
P00919,Canada,NA,Xbox,"Paid Search",35,Core,"Windows 10","2025-08-04 06:37:05",1
P00920,Australia,APAC,PC,Community,31,Core,iPad,"2026-01-10 18:42:00",1
P00921,Germany,EMEA,PC,Influencer,34,Casual,"Windows 11","2025-12-01 03:54:00",1
P00922,"United States",NA,PlayStation,Organic,35,Competitive,"Xbox Series X","2025-08-15 00:00:00",1
P00923,"United Kingdom",EMEA,Mobile,Referral,18,Casual,"Android Tablet","2025-09-04 12:37:12",1
P00924,"United States",NA,Mobile,"App Store",17,Core,NULL,"2025-11-21 00:00:00",1
P00925,"United States",NA,Xbox,Influencer,44,Core,iPhone,"2025-12-04 06:32:00",1
P00926,Germany,EMEA,NULL,Referral,28,Casual,"Windows 11","2025-09-01 00:00:00",1
P00927,"United Kingdom",EMEA,PlayStation,Influencer,17,Core,"Windows 10","2026-01-01 00:00:00",1
P00928,Mexico,LATAM,PC,Influencer,32,Casual,"Samsung Galaxy","2025-11-05 09:47:00",1
P00929,NULL,EMEA,Mobile,Referral,17,Casual,"Xbox Series X","2025-08-19 11:56:00",1
P00930,Brazil,LATAM,PC,"Paid Search",42,Competitive,PS5,"2025-10-08 08:15:52",1
P00931,"United Kingdom",EMEA,Xbox,Organic,32,Core,PS5,"2025-11-02 00:00:00",1
P00932,"United States",NA,PC,Organic,23,Competitive,PS5,"2025-10-09 00:00:00",1
P00933,Mexico,LATAM,PC,Organic,18,Core,iPhone,"2025-10-09 00:00:00",1
P00934,Brazil,LATAM,Mobile,"App Store",26,Core,"Steam Deck","2025-08-10 22:38:41",1
P00935,India,APAC,PC,"Paid Search",45,Casual,PS5,"2025-08-17 02:28:36",1
P00936,Japan,APAC,Mobile,Influencer,19,Core,"Samsung Galaxy","2026-01-04 00:00:00",1
P00937,Germany,EMEA,PlayStation,"App Store",26,Casual,PS5,"2026-02-25 00:00:00",1
P00938,"United Kingdom",EMEA,Mobile,"Paid Search",23,Competitive,"Windows 10","2025-11-09 00:00:00",1
P00939,India,APAC,PC,"Paid Search",44,Core,PS5,"2026-01-22 23:01:19",1
P00940,Brazil,LATAM,Mobile,Organic,27,Core,"Windows 11","2025-08-19 16:04:00",1
P00941,"United States",NA,Xbox,"Paid Search",25,Core,"Steam Deck","2025-09-05 02:02:52",1
P00942,Australia,APAC,Mobile,Influencer,NULL,Core,"Windows 10","2025-08-06 06:39:00",1
P00943,India,APAC,Mobile,"App Store",20,Core,"Android Tablet","2025-12-17 00:00:00",1
P00944,Brazil,LATAM,Xbox,Organic,45,Casual,"Samsung Galaxy",NULL,1
P00945,Germany,EMEA,Xbox,"Paid Search",29,Casual,"Android Tablet","2025-12-03 11:37:49",1
P00946,"United Kingdom",EMEA,PC,Discord,45,Casual,"Windows 11","2026-02-25 15:13:00",1
P00947,France,EMEA,PC,Influencer,35,Casual,"Windows 11","2026-02-07 01:57:00",1
P00948,"United States",NA,Mobile,Organic,17,Casual,PS5,"2025-12-27 00:00:00",1
P00949,India,APAC,PC,Influencer,27,Core,iPhone,"2025-11-06 19:46:00",1
P00950,"South Korea",APAC,NULL,Influencer,26,Casual,PS5,"2025-10-17 00:00:00",1
P00951,Brazil,LATAM,PC,Organic,32,Casual,"Windows 11","2026-01-17 08:38:00",1
P00952,Canada,NA,PC,"Paid Search",29,Casual,"Windows 10","2026-02-13 08:07:42",1
P00953,"United States",NA,Mobile,Organic,33,Casual,"Steam Deck",NULL,1
P00954,"United States",NA,NULL,Influencer,31,Core,"Samsung Galaxy","2025-11-03 00:00:00",1
P00956,"United States",NA,Xbox,"App Store",24,Casual,"Windows 11","2025-12-21 00:00:00",1
P00957,"United Kingdom",EMEA,PC,Organic,31,Core,iPhone,"2025-12-26 00:00:00",1
P00958,"United States",NA,PC,Referral,37,Casual,"Samsung Galaxy",NULL,1
P00959,"United States",NA,PC,Organic,17,Casual,iPhone,"2026-03-03 00:00:00",1
P00960,"South Korea",APAC,PC,"App Store",36,Casual,"Windows 10","2025-11-14 23:37:00",1
P00961,Australia,APAC,NULL,Influencer,38,Casual,PS5,NULL,1
P00962,"United Kingdom",EMEA,Mobile,Organic,39,Core,"Samsung Galaxy","2025-10-05 15:56:00",1
P00963,NULL,APAC,Mobile,"Paid Search",28,Core,"Windows 11","2025-12-27 00:00:00",1
P00964,Spain,EMEA,Xbox,NULL,33,Competitive,"Windows 10","2026-03-05 23:53:02",1
P00965,India,APAC,PlayStation,Organic,26,Core,"Windows 11","2025-12-08 00:00:00",1
P00966,"South Korea",APAC,NULL,Organic,19,Core,"Windows 11","2026-01-02 15:02:58",1
P00967,Spain,EMEA,PC,Discord,NULL,Casual,PS5,"2025-11-22 01:54:00",1
P00968,"United States",NA,PC,"Paid Search",39,Core,"Windows 11","2025-10-18 00:00:00",1
P00969,Australia,APAC,PC,Organic,45,Core,iPhone,"2025-09-24 00:00:00",1
P00970,"United Kingdom",EMEA,Xbox,Influencer,45,Casual,PS5,"2026-02-18 00:00:00",1
P00971,France,EMEA,Mobile,Influencer,32,Casual,"Android Tablet","2026-03-06 00:00:00",1
P00972,"United States",NA,PlayStation,Organic,20,Competitive,"Windows 11","2026-02-07 13:58:45",1
P00973,"United Kingdom",EMEA,Xbox,"Paid Search",37,Core,"Steam Deck","2025-10-15 20:20:00",1
P00974,"United States",NA,Mobile,Influencer,22,Casual,"Windows 11","2025-10-23 00:00:00",1
P00975,Brazil,LATAM,Mobile,"Paid Search",42,Core,"Android Tablet","2025-09-09 18:40:24",1
P00976,Mexico,LATAM,PC,"Paid Search",44,Casual,iPhone,"2025-10-10 05:58:00",1
P00976,Mexico,LATAM,PC,"Paid Search",44,Casual,iPhone,"2026-01-19 00:00:00",1
P00977,Brazil,LATAM,PC,Influencer,43,Core,PS5,"2025-09-03 00:00:00",1
P00978,Spain,EMEA,PC,"Paid Search",39,Casual,"Windows 11",NULL,1
P00979,"United States",NA,PC,Community,37,Casual,"Windows 11","2025-11-04 00:00:00",1
P00980,Australia,APAC,Mobile,Referral,25,Core,Pixel,"2025-12-01 10:50:43",1
P00981,India,APAC,Mobile,Organic,39,Casual,"Xbox Series X","2025-09-08 00:00:00",1
P00982,Mexico,LATAM,Xbox,Referral,34,Core,"Windows 10","2026-03-07 21:08:04",1
P00983,India,APAC,NULL,Organic,20,Casual,iPhone,"2025-10-10 00:00:00",1
P00984,"United States",NA,Mobile,Organic,43,Core,"Windows 11","2025-12-15 00:00:00",1
P00985,Japan,APAC,Xbox,Organic,19,Casual,iPhone,"2026-03-07 00:00:00",1
P00986,Spain,EMEA,Xbox,Influencer,27,Core,"Steam Deck","2026-01-05 02:52:29",1
P00987,Germany,EMEA,PC,"Paid Search",34,Core,"Windows 10","2025-09-08 00:00:00",1
P00988,India,APAC,Mobile,Organic,NULL,Casual,PS5,"2025-11-04 02:10:51",1
P00989,"United States",NA,Xbox,Referral,27,Core,Pixel,"2025-10-07 17:04:19",1
P00990,Germany,EMEA,Mobile,"Paid Search",22,Core,PS5,"2025-10-14 07:25:18",1
P00991,NULL,LATAM,Mobile,Organic,35,Core,"Windows 11","2025-09-24 15:22:45",1
P00992,NULL,APAC,Xbox,Discord,36,Competitive,"Xbox Series X","2025-12-24 04:43:00",1
P00993,India,APAC,PC,Influencer,27,Casual,"Windows 10","2025-10-31 00:00:00",1
P00994,Australia,APAC,PlayStation,Influencer,25,Casual,"Windows 10","2025-10-31 00:00:00",1
P00994,Australia,APAC,PlayStation,Influencer,25,Casual,"Windows 10","2026-03-01 17:32:00",1
P00995,Spain,EMEA,Mobile,Influencer,40,Core,PS5,"2026-01-24 04:44:00",1
P00996,"United Kingdom",EMEA,PC,Organic,44,Competitive,"Windows 11","2025-12-10 00:00:00",1
P00997,Germany,EMEA,PC,"Paid Search",43,Casual,"Samsung Galaxy","2025-11-03 00:00:00",1
P00998,"United States",NA,Mobile,Influencer,35,Casual,"Samsung Galaxy","2025-12-16 00:00:00",1
P00999,Germany,EMEA,Mobile,Influencer,34,Core,iPhone,"2026-01-30 09:40:00",1
P01000,Germany,EMEA,PC,Discord,26,Casual,PS5,"2025-09-27 00:00:00",1
P01001,Canada,NA,PC,"Paid Search",26,Casual,"Windows 10","2025-11-12 00:00:00",1
P01002,Mexico,LATAM,Xbox,Organic,NULL,Core,Pixel,"2025-12-07 00:14:00",1
P01003,India,APAC,Mobile,Influencer,32,Casual,iPhone,"2025-12-11 21:32:00",1
P01004,Mexico,LATAM,PC,Influencer,36,Core,"Windows 11","2025-09-09 19:07:36",1
P01005,Germany,EMEA,Xbox,"Paid Search",43,Core,PS5,"2025-09-10 00:00:00",1
P01006,Canada,NA,PC,Referral,40,Casual,PS5,"2025-11-10 04:26:55",1
P01007,Australia,APAC,PC,"Paid Search",37,Core,"Windows 10","2025-11-04 21:08:00",1
P01008,"United Kingdom",EMEA,PC,Influencer,37,Competitive,iPad,"2025-10-15 17:29:04",1
P01009,"United Kingdom",EMEA,Mobile,Referral,26,Casual,"Xbox Series X","2026-03-02 00:00:00",1
P01010,"United States",NA,PC,Influencer,33,Core,"Steam Deck","2026-03-06 09:45:41",1
P01011,Brazil,LATAM,PlayStation,"App Store",40,Casual,"Steam Deck","2025-08-10 12:57:00",1
P01012,India,APAC,PlayStation,"Paid Search",42,Casual,"Samsung Galaxy","2026-02-08 00:00:00",1
P01014,Germany,EMEA,Xbox,"App Store",43,Competitive,PS5,"2026-01-09 00:00:00",1
P01015,India,APAC,PC,Organic,23,Core,iPad,"2025-10-13 00:00:00",1
P01016,India,APAC,Mobile,Influencer,39,Core,"Samsung Galaxy","2025-12-21 00:12:00",1
P01017,"United States",NA,PlayStation,Influencer,NULL,Casual,"Windows 10","2026-02-14 00:00:00",1
P01018,"United States",NA,Xbox,Influencer,39,Core,"Windows 11","2025-09-18 00:00:00",1
P01019,Canada,NA,PlayStation,NULL,18,Casual,"Samsung Galaxy","2026-01-04 00:00:00",1
P01020,"South Korea",APAC,PC,Organic,17,Casual,"Windows 10","2025-09-06 00:00:00",1
P01021,Germany,EMEA,Xbox,"App Store",32,Core,"Steam Deck","2025-10-31 10:25:00",1
P01022,Australia,APAC,Mobile,"Paid Search",33,Core,"Windows 11","2026-02-03 13:33:25",1
P01023,Germany,EMEA,PC,Influencer,24,Casual,"Windows 11","2026-01-02 03:26:00",1
P01024,"United States",NA,Xbox,NULL,40,Core,"Steam Deck","2026-01-04 23:10:08",1
P01025,"United Kingdom",EMEA,PC,Referral,34,Competitive,"Xbox Series X","2026-01-28 00:00:00",1
P01026,Germany,EMEA,Mobile,Organic,32,Casual,"Windows 11","2025-12-16 00:00:00",1
P01027,India,APAC,PC,"Paid Search",25,Core,"Xbox Series X","2025-12-11 00:00:00",1
P01028,"United Kingdom",EMEA,PC,Influencer,25,Core,"Android Tablet","2025-08-05 00:00:00",1
P01029,"South Korea",APAC,Mobile,Referral,19,Casual,iPhone,"2026-01-30 02:30:00",1
P01030,"United Kingdom",EMEA,PC,"Paid Search",36,Core,"Windows 11","2025-09-09 00:00:00",1
P01031,"United Kingdom",EMEA,Xbox,"Paid Search",NULL,Core,PS5,"2025-10-21 15:36:00",1
P01032,Australia,APAC,Mobile,Organic,30,Competitive,"Android Tablet","2026-02-06 00:00:00",1
P01033,Brazil,LATAM,Xbox,Influencer,36,Casual,"Xbox Series X","2026-02-01 00:00:00",1
P01034,Germany,EMEA,Mobile,Influencer,36,Core,"Windows 10","2025-10-29 00:00:00",1
P01035,Japan,APAC,Mobile,Influencer,28,Core,"Windows 11","2025-11-26 00:00:00",1
P01036,Japan,APAC,Xbox,Influencer,28,Casual,"Xbox Series X","2025-12-03 22:07:00",1
P01037,Brazil,LATAM,PC,"Paid Search",24,Competitive,"Steam Deck","2025-09-02 00:00:00",1
P01038,Brazil,LATAM,Mobile,Influencer,17,Casual,iPhone,"2025-09-23 00:00:00",1
P01039,Australia,APAC,PC,Organic,17,Casual,"Samsung Galaxy","2025-08-24 00:00:00",1
P01040,Germany,NA,PC,Influencer,38,Core,PS5,"2025-12-05 00:00:00",1
P01040,"United States",NA,PC,Influencer,38,Core,PS5,"2025-12-05 00:00:00",1
P01041,Mexico,LATAM,PC,Discord,39,Casual,"Windows 10","2025-09-06 10:17:00",1
P01042,Germany,EMEA,Xbox,"Paid Search",21,Casual,PS5,"2025-12-25 00:00:00",1
P01043,Brazil,LATAM,PlayStation,Organic,31,Casual,"Samsung Galaxy","2025-11-19 00:00:00",1
P01044,France,EMEA,PC,"Paid Search",42,Core,iPhone,"2025-09-20 14:47:00",1
P01045,Mexico,LATAM,Mobile,Influencer,22,Core,"Xbox Series X","2026-01-22 00:00:00",1
P01046,France,EMEA,Mobile,Organic,35,Casual,"Steam Deck","2026-01-01 11:00:00",1
P01047,Brazil,LATAM,PC,Organic,40,Core,"Android Tablet","2025-10-17 14:50:00",1
P01048,France,EMEA,Mobile,Influencer,33,Competitive,"Xbox Series X","2025-11-11 00:00:00",1
P01049,"United Kingdom",EMEA,Mobile,Organic,44,Core,"Windows 11","2025-09-25 02:49:12",1
P01050,"United Kingdom",EMEA,Mobile,Influencer,43,Core,Pixel,"2025-11-18 00:00:00",1
P01051,Germany,EMEA,PC,Influencer,43,Core,iPhone,"2026-02-20 12:22:28",1
P01052,Germany,EMEA,PC,Influencer,37,Casual,"Windows 10","2025-09-23 00:00:00",1
P01053,India,APAC,PlayStation,Discord,21,Core,"Windows 10","2025-08-24 00:00:00",1
P01054,Germany,EMEA,PlayStation,Influencer,39,Casual,"Windows 10","2026-01-24 00:00:00",1
P01055,"South Korea",APAC,Mobile,"Paid Search",43,Competitive,"Xbox Series X","2025-12-10 00:00:00",1
P01056,"United States",NA,Mobile,Referral,34,Casual,PS5,"2026-01-18 20:45:00",1
P01057,Japan,APAC,Mobile,Influencer,32,Casual,PS5,"2025-09-22 00:00:00",1
P01058,"United Kingdom",EMEA,Mobile,"Paid Search",21,Competitive,PS5,"2025-12-12 10:29:00",1
P01059,NULL,APAC,PC,Organic,28,Casual,"Windows 10","2025-12-18 00:00:00",1
P01060,Brazil,LATAM,PC,"App Store",36,Competitive,"Xbox Series X","2025-09-18 16:40:00",1
P01061,Canada,NA,PlayStation,"Paid Search",38,Casual,"Windows 10","2025-09-22 15:57:09",1
P01062,"United States",NA,Mobile,Discord,39,Casual,"Samsung Galaxy","2025-11-22 00:00:00",1
P01063,Brazil,LATAM,Mobile,Organic,19,Core,PS5,"2025-09-23 00:00:00",1
P01064,Brazil,LATAM,PC,Referral,28,Core,"Xbox Series X","2025-12-10 12:17:27",1
P01064,Brazil,LATAM,Mobile,Referral,28,Core,"Xbox Series X","2026-02-10 12:07:00",1
P01065,"United States",NA,Mobile,Organic,17,Core,iPhone,"2026-01-05 23:05:47",1
P01066,Mexico,LATAM,PC,Influencer,20,Casual,iPhone,"2025-12-02 00:00:00",1
P01067,NULL,LATAM,PlayStation,Community,32,Casual,iPhone,"2025-10-30 00:00:00",1
P01068,Australia,APAC,Mobile,"App Store",38,Competitive,"Xbox Series X","2026-02-03 00:00:00",1
P01069,Australia,APAC,Mobile,"Paid Search",39,Core,"Steam Deck","2025-12-26 00:00:00",1
P01070,Mexico,LATAM,PC,"Paid Search",28,Core,"Xbox Series X","2025-11-04 16:21:00",1
P01071,Mexico,LATAM,Mobile,Organic,21,Competitive,"Samsung Galaxy",NULL,1
P01071,Mexico,LATAM,PC,Organic,21,Competitive,"Samsung Galaxy",NULL,1
P01072,"United States",NA,PlayStation,Organic,41,Casual,"Windows 11","2025-12-22 00:00:00",1
P01074,"United Kingdom",EMEA,PlayStation,Influencer,23,Casual,"Samsung Galaxy","2026-01-06 00:00:00",1
