session_id,player_id,session_start,session_minutes,matches_played,wins,kills,disconnect_flag,server_region,platform_reported,clean_session_minutes,clean_matches_played,clean_wins,clean_kills,clean_session_start
S002385,P01044,"10/01/2025 20:34",41,4,2,16,Yes,EU-Central,Mobile,41.00,4,2,16,"2025-10-01 20:34:00"
S002386,P01045,2026-02-02T14:35:34Z,39m,4,3,15,NULL,EU-Central,PC,39.00,4,3,15,"2026-02-02 14:35:34"
S002387,P01045,"02/17/2026 00:44",40,NULL,1,,No,NA-West,PC,40.00,NULL,1,NULL,"2026-02-17 00:44:00"
S002388,P01045,2026/02/08,10,1,1,11,No,APAC,Mobile,10.00,1,1,11,"2026-02-08 00:00:00"
S002389,P01045,2026-02-20T16:00:34Z,27,2,1,,NULL,LATAM,Xbox,27.00,2,1,NULL,"2026-02-20 16:00:34"
S002390,P01046,2026-02-08T04:03:28Z,48,NULL,2,15,Yes,LATAM,Mobile,48.00,NULL,2,NULL,"2026-02-08 04:03:28"
S002391,P01046,"10.02.2026 01:29",32,2,1,2,No,EU-Central,PC,32.00,2,1,2,"2026-02-10 01:29:00"
S002392,P01053,2025-09-19T22:02:28Z,44,4,2,14,Yes,EU-Central,PC,44.00,4,2,14,"2025-09-19 22:02:28"
S002393,P01053,"09/13/2025 01:16",37,3,1,15,No,LATAM,Mobile,37.00,3,1,15,"2025-09-13 01:16:00"
S002394,NULL,"09/28/2025 12:32",67,4,3,,Yes,NA-East,PC,67.00,4,3,NULL,"2025-09-28 12:32:00"
S002395,P01053,2025-09-13T06:14:28Z,39,3,2,16,NULL,EU-Central,PlayStation,39.00,3,2,16,"2025-09-13 06:14:28"
S002396,P01053,"09/17/2025 05:28",73,4,2,17,Yes,LATAM,PC,73.00,4,2,17,"2025-09-17 05:28:00"
S002397,P01053,"10/01/25 05:04 ",46,4,2,14,No,LATAM,PC,46.00,4,2,14,"2025-10-01 05:04:00"
S002398,P01053,"09/04/2025 03:52",29m,2,1,18,Yes,NULL,Xbox,29.00,2,1,18,"2025-09-04 03:52:00"
S002399,P01053,"10/01/25 09:43",43,3,1,11,No,EU-Central,Mobile,43.00,3,1,11,"2025-10-01 09:43:00"
S002400,P01053,"09/25/2025 13:45",40,2,1,4,NULL,NULL,PlayStation,40.00,2,1,4,"2025-09-25 13:45:00"
S002401,P01054,"03/15/2026 06:18",46,4,2,14,No,APAC,PC,46.00,4,2,14,"2026-03-15 06:18:00"
S002402,P01054,"03/10/2026 13:54",43,2,1,0,Yes,APAC,PC,43.00,2,1,0,"2026-03-10 13:54:00"
S002403,P01054,"Jan 27, 2026 ",45,4,2,13,No,LATAM,PC,45.00,4,2,13,"2026-01-27 00:00:00"
S002404,P01054,11-03-2026,49,4,2,18,NULL,NULL,Mobile,49.00,4,2,18,"2026-03-11 00:00:00"
S002405,P01054,2026-02-07T23:03:42Z,26,2,1,10,No,NULL,PC,26.00,2,1,10,"2026-02-07 23:03:42"
S002406,NULL,2026-02-07T11:36:04Z,27,2,1,0,Yes,NULL,Xbox,27.00,2,1,0,"2026-02-07 11:36:04"
S002407,NULL,"01/26/2026 02:01",34,3,1,9,No,EU-Central,PC,34.00,3,1,9,"2026-01-26 02:01:00"
S002408,P01058,2026.01.21,62,4,1,19,No,NA-West,PC,62.00,4,1,19,"2026-01-21 00:00:00"
S002409,P01058,2025-12-17T04:12:27Z,30,2,1,13,Yes,LATAM,PC,30.00,2,1,13,"2025-12-17 04:12:27"
S002410,P01058,"01/09/2026 02:09","30 mins",2,1,9,Yes,NA-West,Mobile,30.00,2,1,9,"2026-01-09 02:09:00"
S002411,P01058,2026-01-07T07:52:27Z,59m,4,2,18,No,NULL,Mobile,59.00,4,2,18,"2026-01-07 07:52:27"
S002412,P01058,2025-12-26,48,3,1,7,NULL,NA-East,PC,48.00,3,1,7,"2025-12-26 00:00:00"
S002413,P01058,"01/29/2026 10:04",55,NULL,1,15,No,NULL,PC,55.00,NULL,1,NULL,"2026-01-29 10:04:00"
S002414,P01058,"01/27/2026 13:56",40,3,2,12,Yes,NULL,PlayStation,40.00,3,2,12,"2026-01-27 13:56:00"
S002415,P01058,"01/27/2026 13:56",40,3,2,12,Yes,NULL,PlayStation,40.00,3,2,12,"2026-01-27 13:56:00"
S002416,P01059,"Dec 24, 2025 03:02AM",41,3,1,10,No,LATAM,Mobile,41.00,3,1,10,"2025-12-24 03:02:00"
S002417,P01059,2025/12/23,62,4,,16,Yes,APAC,Mobile,62.00,4,NULL,16,"2025-12-23 00:00:00"
S002418,P01059,"12/29/2025 09:28",63,NULL,2,18,NULL,LATAM,PC,63.00,NULL,2,NULL,"2025-12-29 09:28:00"
S002419,P01059,"22.01.2026 10:35",24,2,1,4,No,NULL,PC,24.00,2,1,4,"2026-01-22 10:35:00"
S002420,P01059,2026-01-16,67,4,2,16,Yes,NULL,NULL,67.00,4,2,16,"2026-01-16 00:00:00"
S002421,P01059,"01/07/2026 08:31",48,4,,23,Yes,NA-West,PC,48.00,4,NULL,23,"2026-01-07 08:31:00"
S002422,P01059,2026-01-22T16:34:54Z,47,3,2,12,No,LATAM,PC,47.00,3,2,12,"2026-01-22 16:34:54"
S002423,P01059," Jan 06, 2026",47,3,1,13,No,NULL,NULL,47.00,3,1,13,"2026-01-06 00:00:00"
S002424,P01059,2026-01-20T17:15:54Z,35,3,1,6,Yes,APAC,PC,35.00,3,1,6,"2026-01-20 17:15:54"
S002425,P01060,10/13/2025,32,3,1,14,No,NA-West,PC,32.00,3,1,14,"2025-10-13 00:00:00"
S002426,P01060,"09/19/2025 19:21",44,3,1,17,No,EU-Central,PlayStation,44.00,3,1,17,"2025-09-19 19:21:00"
S002427,P01060,"09/20/25 03:55",22,1,1,10,NULL,LATAM,PC,22.00,1,1,10,"2025-09-20 03:55:00"
S002428,P01060,03-10-2025,21,2,1,10,No,APAC,PC,21.00,2,1,10,"2025-10-03 00:00:00"
S002429,P01060,"09/25/2025 19:45",58,5,3,25,No,NA-West,Mobile,58.00,5,3,25,"2025-09-25 19:45:00"
S002430,P01060,"10/17/2025 13:57",34,2,1,4,Yes,LATAM,Mobile,34.00,2,1,4,"2025-10-17 13:57:00"
S002431,P01060,04-11-2025,28,2,,13,Yes,APAC,PlayStation,28.00,2,NULL,13,"2025-11-04 00:00:00"
S002432,P01060,2025-11-07T09:08:19Z,42,3,1,,No,NULL,PlayStation,42.00,3,1,NULL,"2025-11-07 09:08:19"
S002433,P01063,"09/28/2025 03:58",29m,3,1,18,NULL,EU-Central,Mobile,29.00,3,1,18,"2025-09-28 03:58:00"
S002434,P01063,2025-10-05,6,1,0,1,No,NULL,PC,6.00,1,0,1,"2025-10-05 00:00:00"
S002435,P01067,11/04/2025,42,3,2,,No,NA-East,PC,42.00,3,2,NULL,"2025-11-04 00:00:00"
S002436,P01067,"12/01/2025 23:21",32,3,1,16,Yes,NA-West,Mobile,32.00,3,1,16,"2025-12-01 23:21:00"
S002437,P01067,"Nov 10, 2025",56m,4,2,14,No,NULL,NULL,56.00,4,2,14,"2025-11-10 00:00:00"
S002438,P01067,2025/12/08,55,5,2,26,No,EU-Central,PlayStation,55.00,5,2,26,"2025-12-08 00:00:00"
S002439,P01067,2025.12.16,62,5,3,21,NULL,NA-East,PC,62.00,5,3,21,"2025-12-16 00:00:00"
S002440,P01067,"12/03/2025 15:38",51,3,1,9,No,NULL,Mobile,51.00,3,1,9,"2025-12-03 15:38:00"
S002441,P01067,12/08/2025,48,3,1,14,NULL,NULL,PC,48.00,3,1,14,"2025-12-08 00:00:00"
S002442,P01067,"11/15/2025 15:36",35,NULL,2,9,Yes,NULL,Xbox,35.00,NULL,2,NULL,"2025-11-15 15:36:00"
S002443,P01068,"03/05/2026 21:15",44,3,,16,No,EU-Central,Xbox,44.00,3,NULL,16,"2026-03-05 21:15:00"
S002444,P01068,2026-03-16T02:27:36Z,25,2,1,5,No,NA-East,PC,25.00,2,1,5,"2026-03-16 02:27:36"
S002445,P01068,"03/21/2026 14:45",16,1,0,8,Yes,NA-East,Xbox,16.00,1,0,8,"2026-03-21 14:45:00"
S002446,P01068,"03/21/2026 00:32",29,2,1,9,Yes,NULL,NULL,29.00,2,1,9,"2026-03-21 00:32:00"
S002447,P01069,2026-01-15T21:47:16Z,38,3,2,,Yes,APAC,PC,38.00,3,2,NULL,"2026-01-15 21:47:16"
S002448,P01069,2026-02-08T09:21:16Z,42,3,1,14,No,NA-East,Xbox,42.00,3,1,14,"2026-02-08 09:21:16"
S002449,P01072,"01/21/2026 22:46",61,5,,22,Yes,NULL,Mobile,61.00,5,NULL,22,"2026-01-21 22:46:00"
S002450,P01072,2025-12-25T01:53:07Z,44,3,1,8,Yes,NULL,PlayStation,44.00,3,1,8,"2025-12-25 01:53:07"
S002451,P01072,2026-01-31T08:39:07Z,47,4,2,11,No,NULL,Mobile,47.00,4,2,11,"2026-01-31 08:39:07"
S002452,P01072,2026-01-31T08:39:07Z,47,4,2,11,No,NULL,Mobile,47.00,4,2,11,"2026-01-31 08:39:07"
S002453,P01072,2026-01-13T08:01:07Z,28m,2,1,11,No,NA-East,PC,28.00,2,1,11,"2026-01-13 08:01:07"
S002454,P01072,2026-01-28T11:26:07Z,39,2,1,8,Yes,NULL,Mobile,39.00,2,1,8,"2026-01-28 11:26:07"
S002455,P01072,2026-01-14T20:53:07Z,90,6,3,23,No,NULL,PC,90.00,6,3,23,"2026-01-14 20:53:07"
S002456,P01075,"01/07/26 16:56",28,2,1,1,Yes,EU-Central,Mobile,28.00,2,1,1,"2026-01-07 16:56:00"
S002457,P01075,"01/07/26 16:56",28,2,1,1,Yes,EU-Central,Mobile,28.00,2,1,1,"2026-01-07 16:56:00"
S002458,P01075,2025-12-18T08:48:40Z,55,5,3,20,Yes,APAC,PC,55.00,5,3,20,"2025-12-18 08:48:40"
S002459,P01075," 2026.01.14",32,2,1,3,Yes,NULL,PC,32.00,2,1,3,"2026-01-14 00:00:00"
S002460,P01075,2026-01-03,12,1,0,0,Yes,NULL,Mobile,12.00,1,0,0,"2026-01-03 00:00:00"
S002461,P01075,"01/24/2026 13:11",44,3,2,19,No,NA-West,PlayStation,44.00,3,2,19,"2026-01-24 13:11:00"
S002462,P01075,"01/24/2026 13:11",44,3,2,19,No,NA-West,PlayStation,44.00,3,2,19,"2026-01-24 13:11:00"
S002463,P01078,"09/10/2025 05:23","48 mins",5,1,18,No,NULL,Mobile,48.00,5,1,18,"2025-09-10 05:23:00"
S002464,P01078," 13.08.2025 22:04",39,3,2,16,Yes,NA-East,PC,39.00,3,2,16,"2025-08-13 22:04:00"
S002465,P01078," 13.08.2025 22:04",39,3,2,16,Yes,NA-East,PC,39.00,3,2,16,"2025-08-13 22:04:00"
S002466,P01080,2026-04-19T09:45:32Z,37,2,1,4,No,NA-East,Mobile,37.00,2,1,4,"2026-04-19 09:45:32"
S002467,P01080,2026.03.20,10,1,1,4,Yes,APAC,PC,10.00,1,1,4,"2026-03-20 00:00:00"
S002468,P01081,"09/23/2025 11:41",55,3,1,13,NULL,EU-Central,PC,55.00,3,1,13,"2025-09-23 11:41:00"
S002469,P01081,2025-09-05T01:09:41Z,50,3,2,15,No,APAC,Mobile,50.00,3,2,15,"2025-09-05 01:09:41"
S002470,P01081,2025-08-30,19,1,1,2,No,NULL,NULL,19.00,1,1,2,"2025-08-30 00:00:00"
S002471,P01081,2025-08-30T06:13:41Z,61,5,2,24,NULL,NA-East,PC,61.00,5,2,24,"2025-08-30 06:13:41"
S002472,P01081,2025-08-25T09:35:41Z,16,1,1,,No,NA-West,PC,16.00,1,1,NULL,"2025-08-25 09:35:41"
S002473,P01081,2025-08-27T21:36:41Z,56,3,1,13,Yes,NA-East,Xbox,56.00,3,1,13,"2025-08-27 21:36:41"
S002474,P01081,"10/06/2025 18:49",70,4,2,21,Yes,APAC,PC,70.00,4,2,21,"2025-10-06 18:49:00"
S002475,P01083,"01/17/2026 10:20",61,4,2,20,Yes,EU-Central,Mobile,61.00,4,2,20,"2026-01-17 10:20:00"
S002476,P01085,2025-12-28T01:23:36Z,53,4,1,23,Yes,NA-West,PC,53.00,4,1,23,"2025-12-28 01:23:36"
S002477,P01085,2026-01-10T08:07:36Z,35,2,1,16,NULL,EU-Central,PC,35.00,2,1,16,"2026-01-10 08:07:36"
S002478,P01085,"Jan 10, 2026 03:26PM",19,2,1,5,No,APAC,PC,19.00,2,1,5,"2026-01-10 15:26:00"
S002479,P01085,2025-12-20,41,4,2,20,Yes,LATAM,PC,41.00,4,2,20,"2025-12-20 00:00:00"
S002480,P01085,2026.01.10,16,1,0,8,Yes,APAC,PlayStation,16.00,1,0,8,"2026-01-10 00:00:00"
S002481,P01085,2026/01/28,21,1,0,4,No,LATAM,PC,21.00,1,0,4,"2026-01-28 00:00:00"
S002482,P01085,2026/01/28,21,1,0,4,No,LATAM,PC,21.00,1,0,4,"2026-01-28 00:00:00"
S002483,P01085,2026-01-05T22:44:36Z,36,2,1,6,Yes,NA-West,PC,36.00,2,1,6,"2026-01-05 22:44:36"
S002484,P01085,2026-01-10T03:53:36Z,37,4,1,10,Yes,NULL,Xbox,37.00,4,1,10,"2026-01-10 03:53:36"
S002485,P01086,"12/18/2025 21:54",14m,1,0,3,No,NA-West,PC,14.00,1,0,3,"2025-12-18 21:54:00"
S002486,P01088,"03/25/2026 01:23",60,4,2,19,No,NULL,PC,60.00,4,2,19,"2026-03-25 01:23:00"
S002487,P01088,"03/24/2026 16:49",60,6,2,29,Yes,EU-Central,Mobile,60.00,6,2,29,"2026-03-24 16:49:00"
S002488,P01089,11/06/2025,35,2,1,7,Yes,LATAM,PC,35.00,2,1,7,"2025-11-06 00:00:00"
S002489,P01089,2025-10-08T14:07:07Z,38,3,2,8,Yes,NA-West,PlayStation,38.00,3,2,8,"2025-10-08 14:07:07"
S002490,P01089,"2025-09-27 22:05:07",18,2,1,11,Yes,NULL,PC,18.00,2,1,11,"2025-09-27 22:05:07"
S002491,P01089,"10/05/2025 02:09",40,4,3,22,Yes,NA-West,Mobile,40.00,4,3,22,"2025-10-05 02:09:00"
S002492,P01089,"Nov 13, 2025",53,4,2,20,Yes,LATAM,PC,53.00,4,2,20,"2025-11-13 00:00:00"
S002493,P01090,"2025-11-08 19:56:49",44,3,1,16,No,NULL,PlayStation,44.00,3,1,16,"2025-11-08 19:56:49"
S002494,P01090,"10/22/2025 23:04",70,5,2,22,No,APAC,PC,70.00,5,2,22,"2025-10-22 23:04:00"
S002495,P01090,2025-11-10T15:39:49Z,58m,4,3,16,Yes,APAC,Mobile,58.00,4,3,16,"2025-11-10 15:39:49"
S002496,P01090,2025/12/01,50m,3,1,18,Yes,APAC,NULL,50.00,3,1,18,"2025-12-01 00:00:00"
S002497,P01090,2025-10-21T13:25:49Z,34,3,2,10,Yes,NA-East,Mobile,34.00,3,2,10,"2025-10-21 13:25:49"
S002498,P01090,"10/25/2025 18:44",50,4,2,26,Yes,APAC,PC,50.00,4,2,26,"2025-10-25 18:44:00"
S002499,P01090,10/21/2025,50,5,3,23,Yes,LATAM,Mobile,50.00,5,3,23,"2025-10-21 00:00:00"
S002500,P01091,2025-11-14T01:56:06Z,56,3,1,8,NULL,NA-East,PC,56.00,3,1,8,"2025-11-14 01:56:06"
S002501,NULL,"10/19/2025 12:37","58 mins",4,2,24,NULL,EU-Central,PC,58.00,4,2,24,"2025-10-19 12:37:00"
S002502,P01091,"11/04/2025 03:04",17,1,0,1,NULL,APAC,Mobile,17.00,1,0,1,"2025-11-04 03:04:00"
S002503,P01091,"11/17/25 14:48",41,3,1,12,No,NA-West,Xbox,41.00,3,1,12,"2025-11-17 14:48:00"
S002504,P01091,2025-10-28T02:56:06Z,46,3,2,16,Yes,NULL,PC,46.00,3,2,16,"2025-10-28 02:56:06"
S002505,P01093,"01/10/2026 22:14",6,1,0,3,NULL,NA-East,PC,6.00,1,0,3,"2026-01-10 22:14:00"
S002506,P01093,"12/20/2025 07:22",26,2,1,6,NULL,NULL,PC,26.00,2,1,6,"2025-12-20 07:22:00"
S002507,P01096,2025.12.19,36,3,1,7,Yes,NA-East,PlayStation,36.00,3,1,7,"2025-12-19 00:00:00"
S002508,P01096,2025-12-11T06:22:28Z,47m,3,2,13,NULL,NA-East,Mobile,47.00,3,2,13,"2025-12-11 06:22:28"
S002509,P01096,2026-01-07T22:17:28Z,63,6,2,,No,NULL,PC,63.00,6,2,NULL,"2026-01-07 22:17:28"
S002510,P01096,"01/05/2026 22:40",47,4,1,27,No,EU-Central,PlayStation,47.00,4,1,27,"2026-01-05 22:40:00"
S002511,P01096,2025-12-16T14:38:28Z,47,3,2,13,Yes,NA-East,PC,47.00,3,2,13,"2025-12-16 14:38:28"
S002512,P01096,2025-12-15T18:45:28Z,59,3,2,18,Yes,NA-East,NULL,59.00,3,2,18,"2025-12-15 18:45:28"
S002513,P01096,2025-12-14T13:37:28Z,6m,1,0,5,No,NA-East,Xbox,6.00,1,0,5,"2025-12-14 13:37:28"
S002514,P01096,27-12-2025,10,1,0,6,No,EU-Central,PlayStation,10.00,1,0,6,"2025-12-27 00:00:00"
S002515,P01096,2025-12-05T18:36:28Z,45,4,3,17,Yes,APAC,Mobile,45.00,4,3,17,"2025-12-05 18:36:28"
S002516,P01097,"03/21/2026 11:59",41,3,1,9,Yes,NULL,PC,41.00,3,1,9,"2026-03-21 11:59:00"
S002517,P01097,2026-03-06T22:23:07Z,26,3,2,6,No,EU-Central,PC,26.00,3,2,6,"2026-03-06 22:23:07"
S002518,P01097,"03/28/2026 03:48",38,NULL,1,6,Yes,EU-Central,Mobile,38.00,NULL,1,NULL,"2026-03-28 03:48:00"
S002519,P01097,"03/07/2026 19:38",63,6,3,27,Yes,APAC,Xbox,63.00,6,3,27,"2026-03-07 19:38:00"
S002520,P01097,"03/07/2026 19:38",63,6,3,27,Yes,APAC,Xbox,63.00,6,3,27,"2026-03-07 19:38:00"
S002521,P01097,"04/01/2026 00:16",11,1,0,0,Yes,LATAM,PC,11.00,1,0,0,"2026-04-01 00:16:00"
S002522,P01097,2026-04-03T22:18:07Z,62,6,2,29,Yes,NA-East,PlayStation,62.00,6,2,29,"2026-04-03 22:18:07"
S002523,P01097,23-02-2026,17,1,0,3,Yes,NA-East,PC,17.00,1,0,3,"2026-02-23 00:00:00"
S002524,P01098,2026-02-07T08:28:18Z,6,1,0,6,No,EU-Central,PC,6.00,1,0,6,"2026-02-07 08:28:18"
S002525,P01098,2026-03-06T06:28:18Z,35,2,,9,No,LATAM,PC,35.00,2,NULL,9,"2026-03-06 06:28:18"
S002526,P01098,"02/06/2026 06:45","24 mins",2,1,7,Yes,NULL,PC,24.00,2,1,7,"2026-02-06 06:45:00"
S002527,P01098,2026-02-08T03:02:18Z,37m,3,,14,No,NA-West,Mobile,37.00,3,NULL,14,"2026-02-08 03:02:18"
S002528,P01098,"Feb 08, 2026",30,2,1,5,No,EU-Central,PC,30.00,2,1,5,"2026-02-08 00:00:00"
S002529,P01098,"01/22/2026 18:57",28,3,1,18,NULL,EU-Central,PC,28.00,3,1,18,"2026-01-22 18:57:00"
S002530,P01098,2026-02-03T10:53:18Z,35,3,1,19,Yes,NA-East,Mobile,35.00,3,1,19,"2026-02-03 10:53:18"
S002531,P01098," 2026-01-29T16:49:18Z",6m,1,1,2,Yes,LATAM,PC,6.00,1,1,2,"2026-01-29 16:49:18"
S002532,P01098,"01/25/2026 20:59",25,2,1,11,No,APAC,PC,25.00,2,1,11,"2026-01-25 20:59:00"
S002533,P01099,"11/15/25 18:51",40,3,1,12,Yes,LATAM,PlayStation,40.00,3,1,12,"2025-11-15 18:51:00"
S002534,P01099,11/17/2025,43,3,1,13,No,NA-West,NULL,43.00,3,1,13,"2025-11-17 00:00:00"
S002535,P01099,"Dec 12, 2025 08:45PM",35,3,1,12,No,NA-East,PC,35.00,3,1,12,"2025-12-12 20:45:00"
S002536,P01099,"22-12-2025 ",11,1,1,8,NULL,NA-East,NULL,11.00,1,1,8,"2025-12-22 00:00:00"
S002537,P01099,"22-12-2025 ",11,1,1,8,NULL,NA-East,NULL,11.00,1,1,8,"2025-12-22 00:00:00"
S002538,P01099,2025-12-21T15:03:48Z,63,5,1,17,Yes,NA-West,Xbox,63.00,5,1,17,"2025-12-21 15:03:48"
S002539,P01099,2025-12-20T15:30:48Z,67,5,3,22,Yes,NULL,PC,67.00,5,3,22,"2025-12-20 15:30:48"
S002540,NULL,"12/23/2025 17:26","37 mins",2,1,10,NULL,NA-West,Xbox,37.00,2,1,10,"2025-12-23 17:26:00"
S002541,P01099,28-12-2025,37,2,1,11,No,NA-East,Xbox,37.00,2,1,11,"2025-12-28 00:00:00"
S002542,P01099,2026-01-02T07:57:48Z,41m,3,2,12,Yes,APAC,PC,41.00,3,2,12,"2026-01-02 07:57:48"
S002543,P01099,2026-01-04T04:32:48Z,45,3,1,13,No,NULL,NULL,45.00,3,1,13,"2026-01-04 04:32:48"
S002544,P01099,2025-12-07T15:53:48Z,39,4,2,17,No,NA-East,PC,39.00,4,2,17,"2025-12-07 15:53:48"
S002545,P01099,2026-01-02T23:12:48Z,47,4,,19,No,APAC,Xbox,47.00,4,NULL,19,"2026-01-02 23:12:48"
S002546,P01101,"10/15/2025 22:26",35,2,1,6,No,NA-West,PC,35.00,2,1,6,"2025-10-15 22:26:00"
S002547,P01101,"11/05/25 08:16",37,2,1,5,No,APAC,Mobile,37.00,2,1,5,"2025-11-05 08:16:00"
S002548,P01101,2025.10.25,44,3,2,,NULL,LATAM,Mobile,44.00,3,2,NULL,"2025-10-25 00:00:00"
S002549,P01104,"04/06/2026 23:34",58,5,2,20,No,NA-West,PC,58.00,5,2,20,"2026-04-06 23:34:00"
S002550,P01104,2026-03-04T18:55:10Z,35,2,1,13,No,NA-West,PC,35.00,2,1,13,"2026-03-04 18:55:10"
S002551,P01104,2026-03-09T14:43:10Z,25,2,1,14,NULL,APAC,NULL,25.00,2,1,14,"2026-03-09 14:43:10"
S002552,P01104,"31-03-2026 ",50,4,2,,Yes,NA-West,PlayStation,50.00,4,2,NULL,"2026-03-31 00:00:00"
S002553,P01104,"04/19/2026 10:54",32,2,1,2,Yes,EU-Central,Xbox,32.00,2,1,2,"2026-04-19 10:54:00"
S002554,P01104,"04/19/2026 08:03","30 mins",3,1,11,Yes,NULL,NULL,30.00,3,1,11,"2026-04-19 08:03:00"
S002555,P01104,2026-04-18T03:57:10Z,57,4,3,,Yes,NA-West,PC,57.00,4,3,NULL,"2026-04-18 03:57:10"
S002556,P01104,"04/18/2026 03:06","61 mins",3,2,,Yes,NULL,PC,61.00,3,2,NULL,"2026-04-18 03:06:00"
S002557,P01105,27-12-2025,12,1,0,0,Yes,NA-East,PC,12.00,1,0,0,"2025-12-27 00:00:00"
S002558,P01105,2025-12-27T10:31:15Z,6m,1,1,5,No,EU-Central,PC,6.00,1,1,5,"2025-12-27 10:31:15"
S002559,P01105,"02/02/26 23:15",46,4,2,17,Yes,NULL,PC,46.00,4,2,17,"2026-02-02 23:15:00"
S002560,P01105,"01/17/2026 11:43",9,1,1,4,Yes,NA-East,Xbox,9.00,1,1,4,"2026-01-17 11:43:00"
S002561,P01105,"Jan 06, 2026",51,5,2,20,NULL,APAC,PlayStation,51.00,5,2,20,"2026-01-06 00:00:00"
S002562,P01105,2025-12-22T09:44:15Z,6,1,0,6,NULL,NA-West,PlayStation,6.00,1,0,6,"2025-12-22 09:44:15"
S002563,P01105,2025-12-22T09:44:15Z,6,1,0,6,NULL,NA-West,PlayStation,6.00,1,0,6,"2025-12-22 09:44:15"
S002564,P01105,18-12-2025,16,1,0,1,Yes,APAC,PC,16.00,1,0,1,"2025-12-18 00:00:00"
S002565,P01107,2026-02-02,"18 mins",1,0,2,Yes,NA-West,PC,18.00,1,0,2,"2026-02-02 00:00:00"
S002566,P01108,"Dec 25, 2025",36m,2,1,11,No,EU-Central,NULL,36.00,2,1,11,"2025-12-25 00:00:00"
S002567,P01108,"01/02/2026 08:36",33,2,1,6,No,NA-East,PlayStation,33.00,2,1,6,"2026-01-02 08:36:00"
S002568,P01108,"01/28/2026 07:10","6 mins",1,1,0,Yes,NA-West,PC,6.00,1,1,0,"2026-01-28 07:10:00"
S002569,P01108,"Jan 01, 2026 07:19PM",7m,1,1,5,Yes,NULL,PlayStation,7.00,1,1,5,"2026-01-01 19:19:00"
S002570,P01108,"01/23/26 13:37",6,1,0,5,Yes,LATAM,NULL,6.00,1,0,5,"2026-01-23 13:37:00"
S002571,P01108,2026-01-11T00:56:36Z,47,4,2,19,No,NA-East,Mobile,47.00,4,2,19,"2026-01-11 00:56:36"
S002572,P01108,"02/13/2026 11:54",36,3,2,12,No,NA-West,PC,36.00,3,2,12,"2026-02-13 11:54:00"
S002573,P01108,"Jan 10, 2026",34,3,2,6,NULL,LATAM,PlayStation,34.00,3,2,6,"2026-01-10 00:00:00"
S002574,P01108,"2026.02.05 ",39,3,2,13,No,NA-West,Mobile,39.00,3,2,13,"2026-02-05 00:00:00"
S002575,P01115,"03/20/2026 08:33",51,4,2,19,No,NA-West,PC,51.00,4,2,19,"2026-03-20 08:33:00"
S002576,P01115,2026-03-04T14:35:05Z,45,3,2,12,Yes,LATAM,PC,45.00,3,2,12,"2026-03-04 14:35:05"
S002577,P01115,"03/12/2026 02:22",52,4,3,14,No,NA-West,Mobile,52.00,4,3,14,"2026-03-12 02:22:00"
S002578,P01115,"03/10/2026 17:15",30,2,,6,Yes,APAC,Xbox,30.00,2,NULL,6,"2026-03-10 17:15:00"
S002579,P01115,"2026-03-21 21:52:05",33,NULL,1,4,NULL,LATAM,PlayStation,33.00,NULL,1,NULL,"2026-03-21 21:52:05"
S002580,P01119,2025/09/10,26,2,1,9,NULL,NULL,PC,26.00,2,1,9,"2025-09-10 00:00:00"
S002581,P01119,2025-09-29T18:43:51Z,29,2,1,11,Yes,EU-Central,Xbox,29.00,2,1,11,"2025-09-29 18:43:51"
S002582,P01119,"10/16/2025 20:37",6,NULL,1,4,No,NA-East,NULL,6.00,NULL,1,NULL,"2025-10-16 20:37:00"
S002583,P01119,"10/26/2025 10:47",66,4,2,21,No,NULL,PlayStation,66.00,4,2,21,"2025-10-26 10:47:00"
S002584,P01119,20-10-2025,62,6,4,,Yes,NA-West,PC,62.00,6,4,NULL,"2025-10-20 00:00:00"
S002585,P01119,2025-10-08T02:25:51Z,44,3,1,9,Yes,NULL,PC,44.00,3,1,9,"2025-10-08 02:25:51"
S002586,P01119,"09/26/2025 07:13",57,4,1,17,Yes,NA-East,Mobile,57.00,4,1,17,"2025-09-26 07:13:00"
S002587,P01119,26-10-2025,29,2,1,8,No,NA-West,Mobile,29.00,2,1,8,"2025-10-26 00:00:00"
S002588,P01119,2025-09-16T10:20:51Z,57,5,2,21,Yes,NA-East,PC,57.00,5,2,21,"2025-09-16 10:20:51"
S002589,P01119,"10/11/2025 22:16",44,3,2,16,Yes,NA-East,PC,44.00,3,2,16,"2025-10-11 22:16:00"
S002590,P01119,"15.10.2025 22:54",48,4,3,10,No,LATAM,PC,48.00,4,3,10,"2025-10-15 22:54:00"
S002591,P01119,2025-09-20T23:09:51Z,"37 mins",4,1,20,No,EU-Central,Mobile,37.00,4,1,20,"2025-09-20 23:09:51"
S002592,P01120,2026.02.16,47,3,2,11,NULL,LATAM,Xbox,47.00,3,2,11,"2026-02-16 00:00:00"
S002593,P01120,"Feb 18, 2026",35,2,1,10,No,NULL,PC,35.00,2,1,10,"2026-02-18 00:00:00"
S002594,P01120,"02/22/2026 18:37",38,3,2,19,Yes,APAC,PC,38.00,3,2,19,"2026-02-22 18:37:00"
S002595,P01121,2025-08-03T04:09:51Z,60,5,3,17,No,EU-Central,PC,60.00,5,3,17,"2025-08-03 04:09:51"
