session_id,player_id,session_start,session_minutes,matches_played,wins,kills,disconnect_flag,server_region,platform_reported
S001058,P00455,2026-02-25T05:03:02Z,33,2,,7,N,NULL,Steam
S001059,P00455,2026-03-20T02:53:02Z,41,3,2,18,N,EU-Central,PC
S001060,P00455,"03/12/2026 07:44",50,3,1,,Yes,NA-East,Xbox
S001061,P00455,2026.03.21,43,3,1,8,Yes,NULL,pc/steam
S001062,P00455,"2026-02-20 23:59:02",32,2,1,9,1,NULL,IOS/Android
S001063,P00455,2026-03-17T06:32:02Z,"38 mins",3,1,12,Yes,APAC,PS5
S001064,P00455,"Feb 22, 2026",54,3,1,14,Y,LATAM,PS5
S001065,P00461,"03/09/2026 00:59",47,3,2,13,N,APAC,pc/steam
S001066,P00461,"02/07/2026 23:00",55,4,2,19,No,LATAM,pc/steam
S001067,P00461,2026.03.06,43,4,1,21,,EU-Central,Mobile
S001068,P00461,2026-02-01T14:50:36Z,36,3,2,9,0,LATAM,pc/steam
S001069,P00461,"Feb 27, 2026",44,3,2,10,0,,Mobile
S001070,P00461,2026-03-04T15:37:36Z,41,3,1,14,N,NA-East,IOS/Android
S001071,P00461,2026-02-08T16:37:36Z,49,3,2,15,No,LATAM,Mobile
S001072,P00461,2026-03-02T14:46:36Z,6m,1,0,3,Yes,,PC
S001073,P00461,2026-02-26T04:42:36Z,46,3,2,13,N,LATAM,
S001074,P00461,"02/08/2026 20:24",49,3,1,,N,APAC,Xbox
S001075,P00461,2026-02-11T02:38:36Z,48,4,2,16,1,APAC,steam
S001076,P00461,2026-03-06T13:35:36Z,9,1,0,1,No,"NA West",Xbox
S001077,P00463,"01/10/2026 10:29",26,2,1,3,Y,,Steam
S001078,P00463,"01/29/2026 04:18",40,2,1,11,Y,NULL,pc/steam
S001079,P00463,2026-01-09T00:15:20Z,59,4,2,13,No,NA-East,Steam
S001080,P00463,"01/23/2026 00:13",57,4,3,17,N,LATAM,
S001081,P00463,2025-12-29T15:53:20Z,71,5,3,18,Y,APAC,pc/steam
S001082,P00463," 01/28/2026",53,4,2,22,Yes,EU-Central,IOS/Android
S001083,P00463,"01/20/2026 17:35",37,NULL,1,4,Y,LATAM,PC
S001084,P00463,2026-02-05T19:19:20Z,46,3,2,6,Y,,PS5
S001085,P00463,2025-12-21T08:10:20Z,79,5,2,24,,EU-Central,
S001086,P00464,2025-12-31,64,6,4,23,Y,NA-East,PS5
S001087,P00464,"2026-01-16 00:25:56",15,NULL,0,5,0,"NA West",steam
S001088,P00464,2025-12-21T23:44:56Z,11m,1,0,6,No,LATAM,Xbox
S001089,P00466,"11/22/2025 13:34",40,4,,16,No,NULL,PS5
S001090,P00466,2026-01-01T23:52:28Z,15,1,1,10,Y,NA-East,PC
S001091,P00466,"12/05/2025 05:08",27m,2,,4,,"NA West",pc/steam
S001092,P00468,"2026-02-24 19:53:44",39,3,1,14,1,EU-Central,Mobile
S001093,P00468,"03/23/2026 23:57",23,2,1,9,N,"NA West",IOS/Android
S001094,P00468,"Feb 26, 2026",54,4,2,18,Y,LATAM,Xbox
S001095,NULL,"02/14/2026 01:48",66,NULL,1,,1,NULL,PS5
S001096,P00468,"03/27/2026 03:19",32,2,1,7,Y,"NA West",steam
S001097,P00468,"03/10/26 17:54",55,3,1,14,Yes,EU-Central,IOS/Android
S001098,P00471,"10/03/2025 16:28",51,4,3,21,0,NA-East,IOS/Android
S001099,P00472,"10/31/2025 18:49",47,3,1,8,Yes,NULL,Steam
S001100,P00472,10/29/2025,"58 mins",5,3,20,1,APAC,
S001101,P00472,2025-11-23T09:20:40Z,31,3,1,20,Yes,APAC,Xbox
S001102,P00472,2025-10-22T14:51:40Z,60,4,2,14,No,LATAM,steam
S001103,P00472,2025-10-29T23:42:40Z,63,5,3,18,,LATAM,PS5
S001104,P00472,"11/14/2025 17:54",38,3,2,13,No,LATAM,IOS/Android
S001105,P00476,"12/26/2025 05:38",23,2,1,,1,"NA West",steam
S001106,P00476,"02/03/2026 01:29",30,2,1,4,N,"NA West",IOS/Android
S001107,P00476,2025-12-21T08:39:31Z,60,5,2,23,,LATAM,Steam
S001108,P00476,"10.01.2026 11:20",27,3,1,15,,NULL,PC
S001109,P00476,2026-01-14T18:29:31Z,51,3,1,12,0,NA-East,PC
S001110,P00476,2026-01-24T23:45:31Z,15,1,0,8,N,APAC,PS5
S001111,P00476,2026-01-03T02:08:31Z,46,4,2,16,Y,"NA West",Steam
S001112,NULL,"02/08/2026 13:38",8m,1,0,11,N,,IOS/Android
S001113,P00476,2026-01-14,47,3,2,16,Y,NULL,PS5
S001114,P00476,2026-01-19T01:02:31Z,12,1,0,6,,"NA West",steam
S001115,P00477," 16.04.2026 09:14",48,3,1,13,N,"NA West",
S001116,P00477,"03/15/2026 16:34","45 mins",3,2,8,Yes,APAC,
S001117,P00477,2026-04-15T06:51:14Z,65m,6,4,23,,APAC,steam
S001118,P00477," 2026-03-15 07:32:14",33,2,1,8,Y,NULL,pc/steam
S001119,P00477,2026-04-04T01:10:14Z,41,3,2,17,No,NA-East,IOS/Android
S001120,P00477,2026-04-05,21,2,1,14,No,NA-East,Mobile
S001121,P00477,"04/08/2026 14:16",49,5,3,14,Yes,NULL,pc/steam
S001122,P00480,2026-03-10T14:42:06Z,47m,3,,10,,APAC,pc/steam
S001123,P00485,2026-02-17T23:26:23Z,44,4,2,21,Yes,LATAM,IOS/Android
S001124,P00485,2026-03-18T20:53:23Z,"14 mins",1,0,6,,APAC,steam
S001125,P00488,"11/29/2025 05:56",30,2,1,12,No,LATAM,PS5
S001126,P00488,2025.11.28,54m,4,2,24,1,NULL,PS5
S001127,P00488,2025-12-06T05:36:16Z,24,2,1,5,1,LATAM,pc/steam
S001128,P00490,"12/12/2025 10:01","42 mins",3,1,15,N,,Mobile
S001129,P00490,2025-11-27T05:26:06Z,52,4,2,18,Yes,NA-East,steam
S001130,P00490,"12/06/2025 05:12",77,4,2,,1,APAC,PS5
S001131,P00490,"Dec 20, 2025",60,4,3,,1,LATAM,Steam
S001132,P00490,"11/06/2025 21:04",54,3,1,,1,APAC,pc/steam
S001133,P00490,2025-11-07T01:14:06Z,"25 mins",2,1,8,,LATAM,IOS/Android
S001134,P00490,2025-12-14T20:05:06Z,47,3,2,18,Y,APAC,steam
S001135,P00490,2025.11.29,36,2,1,13,0,EU-Central,PS5
S001136,P00492,"03/22/2026 02:12",6,1,1,1,N,EU-Central,Steam
S001137,P00493,2026-03-30T02:22:24Z,46,4,2,23,N,APAC,Xbox
S001138,P00493,03-03-2026,32,3,2,14,Yes,LATAM,pc/steam
S001139,P00493,"Feb 19, 2026 03:27PM",27,3,2,21,N,NULL,Xbox
S001140,P00493,2026-02-28T05:55:24Z,27,2,1,8,,NULL,steam
S001141,P00493,2026/03/19,58,5,2,25,0,NA-East,steam
S001142,P00493,2026-02-15T04:04:24Z,47,4,2,20,N,,
S001143,P00493,"Mar 05, 2026 09:49PM","54 mins",3,1,4,0,NA-East,PS5
S001144,NULL,2026-02-19T07:24:24Z,46m,4,3,22,1,LATAM,
S001145,P00493,"Feb 20, 2026",65,NULL,2,21,Y,LATAM,Xbox
S001146,P00493,"03/24/2026 09:16",37m,3,2,7,N,"NA West",
S001147,P00493,"03/24/2026 09:16",37m,3,2,7,N,"NA West",
S001148,P00494,"2026-02-25 08:31:08 ",58,5,1,23,1,APAC,IOS/Android
S001149,P00494,2026-03-12T09:12:08Z,18,2,1,,Y,EU-Central,steam
S001150,P00494,2026-01-29T20:37:08Z,60,6,2,31,Yes,APAC,steam
S001151,P00498,"01/18/2026 02:46","37 mins",2,1,2,No,"NA West",IOS/Android
S001152,P00498,"01/08/2026 03:36",47,3,1,14,No,,PC
S001153,P00498,2026-01-13T01:20:41Z,35,2,1,4,1,"NA West",IOS/Android
S001154,P00498,2025-12-13T09:27:41Z,"55 mins",3,2,8,No,,Steam
S001155,P00498,2026-01-26T11:16:41Z,67,4,1,21,N,EU-Central,
S001156,P00498,2025-12-17T09:38:41Z,30,3,2,16,N,,PC
S001157,P00498,2025-12-12T01:51:41Z,32,3,1,10,,APAC,Steam
S001158,P00498,"01/16/2026 06:04",50,4,1,13,Y,LATAM,IOS/Android
S001159,P00498,2025/12/15,37m,3,2,17,,"NA West",pc/steam
S001160,P00498,"12/13/2025 15:11",39,3,2,12,,"NA West",Xbox
S001161,P00503," 2025/12/02",6,1,1,,1,LATAM,IOS/Android
S001162,P00503,2025-11-21T02:33:47Z,25,2,1,6,0,LATAM,Steam
S001163,P00503,2025-12-02T10:41:47Z,48,3,2,10,0,EU-Central,Xbox
S001164,P00505,09/20/2025,20,2,,9,0,APAC,
S001165,P00505,"09/18/2025 07:19",43,3,2,10,1,EU-Central,PS5
S001166,P00505,2025-08-28T01:11:07Z,59,4,2,25,Yes,LATAM,
S001167,P00505,"09/24/2025 03:26",29,2,1,16,Y,,Mobile
S001168,P00505,"09/16/2025 10:04",42,3,1,11,No,EU-Central,Xbox
S001169,P00505,2025-09-23T12:31:07Z,46m,5,3,30,0,NA-East,Xbox
S001170,P00506,"12/08/2025 03:19",63,4,2,19,0,LATAM,Xbox
S001171,P00508,"10/09/2025 21:49",25,2,1,10,Y,APAC,IOS/Android
S001172,P00508,2025-10-27T22:15:23Z,57,5,,18,N,,Mobile
S001173,P00509,"12/13/2025 04:22","12 mins",1,1,3,1,NULL,IOS/Android
S001174,P00509,"Jan 09, 2026",11,1,0,8,1,"NA West",Xbox
S001175,P00509,2026-01-15T23:59:33Z,33,3,1,12,0,NULL,Steam
S001176,P00511,"02/17/2026 18:56",56,5,2,23,1,EU-Central,PC
S001177,P00511,"01/28/2026 16:55",54m,3,1,13,1,LATAM,steam
S001178,P00511,2026-02-16T07:25:02Z,71,5,2,21,N,LATAM,IOS/Android
S001179,P00511,2026-02-21T15:14:02Z,53,3,2,20,Y,APAC,IOS/Android
S001180,P00511,"Jan 28, 2026 10:42AM",55,3,2,9,N,LATAM,Steam
S001181,P00511,"02/12/2026 05:04",25,NULL,1,,N,"NA West",
S001182,P00511,"03/05/2026 13:48",25,2,1,7,No,EU-Central,IOS/Android
S001183,P00511,2026-02-21T01:30:02Z,49,4,2,19,Y,APAC,PS5
S001184,P00511,2026-01-21T16:55:02Z,68,5,1,19,N,NA-East,steam
S001185,P00511,2026-01-21T16:55:02Z,68,5,1,19,N,NA-East,steam
S001186,P00511,03/07/2026,32,3,2,11,,NULL,Steam
S001187,P00512,2026-03-28T21:54:53Z,25,2,,10,0,EU-Central,Mobile
S001188,P00512,04/17/2026,28,2,1,0,0,"NA West",Steam
S001189,P00512,"03/25/2026 23:26",28,2,1,8,No,,Steam
S001190,P00512,2026-04-15T07:43:53Z,48,3,1,12,No,APAC,Mobile
S001191,P00512,"03/23/2026 12:25",57,5,3,22,Y,NULL,Xbox
S001192,P00512,2026-04-19T21:09:53Z,40,3,2,9,Yes,LATAM,PS5
S001193,P00512,"04/23/2026 01:04",34,3,1,13,No,,PS5
S001194,P00515,"01/25/26 02:01",62,4,2,18,No,EU-Central,Steam
S001195,P00515,2026-01-23,58,4,2,15,Y,,PS5
S001196,P00516,01/08/2026,33,2,1,9,Y,LATAM,
S001197,P00516,"11/28/2025 19:16","41 mins",3,1,10,0,EU-Central,IOS/Android
S001198,P00516,"2026/01/13 ",33,3,2,20,N,"NA West",pc/steam
S001199,P00516,"Dec 06, 2025 08:10PM",21,1,0,1,N,APAC,Mobile
S001200,P00516,"11/25/2025 13:02",33,2,1,11,Y,"NA West",Steam
S001201,P00516,2025-12-16T21:57:59Z,42,4,3,,No,NULL,
S001202,P00516,2026-01-01T07:28:59Z,"43 mins",4,3,22,Yes,LATAM,Xbox
S001203,P00516,2026-01-01T07:28:59Z,"43 mins",4,3,22,Yes,LATAM,Xbox
S001204,P00517,"11/06/25 21:47",44,2,1,7,N,NULL,Mobile
S001205,P00517,"10/07/2025 19:25",21,2,1,10,,"NA West",Mobile
S001206,P00517,2025.10.23,58,4,2,19,Y,LATAM,IOS/Android
S001207,P00517,2025-10-07T09:20:19Z,54,5,3,25,Y,,Mobile
S001208,P00517,11/12/2025,40,3,1,10,N,APAC,steam
S001209,P00517,"10/05/2025 04:35",36,3,2,21,No,EU-Central,
S001210,P00517,"11/18/2025 05:34",45,3,1,14,Yes,NULL,steam
S001211,P00519,"12/03/2025 11:08",45,3,2,8,N,LATAM,steam
S001212,P00519,2025-10-18T05:59:49Z,57m,4,,16,,APAC,Mobile
S001213,P00519,20-10-2025,50,4,1,21,No,NULL,IOS/Android
S001214,P00519,"10/20/2025 02:06",46,4,2,16,No,APAC,steam
S001215,P00519,2025/12/01,51,4,2,14,,APAC,steam
S001216,P00519,2025-11-17T17:16:49Z,"75 mins",5,3,25,Yes,NULL,PC
S001217,NULL,"04/11/2026 05:13",72,5,2,22,No,NA-East,Steam
S001218,P00521,"03/16/2026 13:44",51,5,3,28,No,LATAM,Steam
S001219,P00521,2026-02-28T01:28:28Z,39,3,2,11,N,"NA West",
S001220,P00521,"03/10/2026 15:45",26,2,1,8,Yes,NA-East,Steam
S001221,P00521,"06.03.2026 21:22",31,3,1,13,0,NULL,
S001222,P00521,"Mar 20, 2026",62,5,1,,No,"NA West",PC
S001223,P00521,"04/05/2026 08:08",49,4,2,20,N,APAC,IOS/Android
S001224,P00521,2026-03-20T04:28:28Z,47,4,1,12,Y,NA-East,Steam
S001225,P00521,2026-04-16T04:45:28Z,49,4,2,,No,NA-East,Xbox
S001226,NULL,2025-09-06T05:20:10Z,37,2,1,11,N,"NA West",Xbox
S001227,P00527,"08/20/2025 21:15",47,4,2,26,Yes,"NA West",Steam
S001228,P00527,2025/08/14,64,6,,30,N,LATAM,Steam
S001229,P00527,2025-08-09T17:52:10Z,19,2,1,15,,NULL,PC
S001230,P00527,2025-09-02T01:08:10Z,12,1,0,13,Yes,NA-East,PC
S001231,P00527,2025-09-02T01:08:10Z,12,1,0,13,Yes,NA-East,PC
S001232,P00527,"08/20/2025 05:27",10m,1,0,2,N,EU-Central,pc/steam
S001233,P00527,2025-08-25T13:54:10Z,32,3,2,13,0,,PC
S001234,P00527,2025-08-16T20:44:10Z,46,3,2,15,No,,
S001235,P00527,2025-08-31T13:51:10Z,34,2,1,14,N,APAC,PC
S001236,P00528,"04/17/2026 20:09",45,3,,12,No,NULL,steam
S001237,P00528,"03/19/2026 08:53",55,5,2,28,N,NULL,Mobile
S001238,P00532,"12/20/2025 13:49",43,3,1,14,N,"NA West",Xbox
S001239,P00535,"10/03/2025 23:18",34,2,,8,Yes,NULL,IOS/Android
S001240,P00535,"09/09/2025 22:22",6,1,0,8,No,APAC,PC
S001241,P00535,2025-09-10T18:54:23Z,"58 mins",3,2,21,,APAC,pc/steam
S001242,P00535,"08/16/2025 14:20",86,5,1,18,No,EU-Central,IOS/Android
S001243,P00535,"2025-09-29 23:24:23",60,4,2,21,Yes,EU-Central,Steam
S001244,P00535,"08/27/2025 03:42","45 mins",4,2,23,,NULL,Xbox
S001245,P00541,"08/19/2025 14:17",6,1,0,9,Y,LATAM,PS5
S001246,P00541,"08/23/2025 11:31",41,4,2,16,No,,
S001247,P00541,2025-08-23T09:08:20Z,35m,3,1,18,1,LATAM,IOS/Android
S001248,P00541,"09/03/2025 08:24",24,1,0,9,Yes,,pc/steam
S001249,P00541,2025-09-15T21:58:20Z,21,1,1,4,Y,EU-Central,PC
S001250,P00541,"01.09.2025 01:05",39,3,2,21,N,LATAM,pc/steam
S001251,P00542,2025-09-02T04:50:26Z,24,2,1,10,N,APAC,Steam
S001252,P00542,2025-09-18T23:13:26Z,38,2,1,13,No,EU-Central,
S001253,P00544,2025-12-20T05:38:53Z,29,2,1,9,N,EU-Central,PS5
S001254,P00544,"01/19/2026 05:59",22,2,1,14,0,,Steam
S001255,NULL,2025-12-25T18:04:52Z,23,1,0,5,N,"NA West",PS5
S001256,P00545,2026-01-08,45,3,1,15,Y,LATAM,IOS/Android
S001257,P00545,04-01-2026,22,1,1,14,No,EU-Central,
S001258,P00545,"02/05/26 16:18",40,3,1,12,,LATAM,IOS/Android
S001259,P00545,2026-01-06T18:43:52Z,45,4,2,22,,,PC
S001260,P00546,"10/08/2025 07:33",54m,5,3,18,No,LATAM,Xbox
S001261,P00546,"2025-10-16 20:56:30",18,1,1,1,,EU-Central,Steam
S001262,P00546,2025-10-29T20:52:30Z,14,1,0,10,No,NULL,pc/steam
S001263,P00546,2025-10-29T20:52:30Z,14,1,0,10,No,NULL,pc/steam
S001264,P00546,"10/06/2025 10:57",48m,3,,21,N,APAC,
S001265,P00546,2025-10-13T00:53:30Z,9,1,0,3,No,NULL,IOS/Android
S001266,P00546,2025-10-25T12:10:30Z,20,1,0,0,N,APAC,Mobile
S001267,P00546,"Sep 26, 2025",17,1,1,0,1,EU-Central,
S001268,P00546,"10/28/25 17:14",35,3,1,7,N,NA-East,Steam
S001269,P00548,"12/01/2025 06:39",6,1,0,4,Y,,Xbox
S001270,P00548,2025-11-28T22:17:51Z,48,5,,19,0,NULL,Mobile
S001271,NULL,"12/03/25 21:33",45,3,1,13,N,,pc/steam
S001272,P00548,"12/18/2025 05:20",47,4,3,10,Y,NA-East,PC
S001273,P00548,2025-12-14T18:25:51Z,35,2,1,10,Y,LATAM,PS5
S001274,P00548,2025-12-04T06:42:51Z,6,1,1,7,N,,PC
S001275,P00548,2025-12-08T18:36:51Z,44,2,1,13,0,EU-Central,Steam
S001276,P00549,"09/07/2025 23:20",14,1,1,5,1,,IOS/Android
S001277,P00549,2025-08-31,39,3,1,,,NULL,PS5
S001278,P00549,2025-09-24T02:44:32Z,"15 mins",1,0,2,0,LATAM,Xbox
S001279,P00549,2025-09-15T08:10:32Z,6,1,1,0,N,LATAM,Steam
S001280,P00549,"10/03/2025 22:29",8,1,,5,Y,APAC,steam
S001281,P00549,"10/03/2025 22:29",8,1,,5,Y,APAC,steam
S001282,P00549,"09/30/2025 19:35",51,4,2,24,0,APAC,IOS/Android
S001283,P00551,"12/16/2025 18:47",59,4,3,20,0,"NA West",Steam
S001284,P00551,2026-02-04T07:23:02Z,69,5,3,17,Y,"NA West",Steam
S001285,P00551,"2025-12-18 12:56:02",27,2,,9,Y,NA-East,Xbox
S001286,P00553,"08/31/2025 05:02",49,4,2,9,Yes,NULL,pc/steam
S001287,P00553,2025-08-15T17:35:10Z,29,3,1,,N,"NA West",steam
S001288,P00553,"09/13/2025 12:04",38,2,1,14,Yes,NULL,Xbox
S001289,P00553,08/30/2025,60,5,1,15,Y,NULL,PC
S001290,NULL,"Sep 15, 2025",34,2,1,0,N,EU-Central,Mobile
S001291,P00553,"08/14/2025 09:49",51,3,1,17,1,,Steam
S001292,P00553,28-09-2025,36,3,1,6,Y,APAC,pc/steam
S001293,NULL,"08/22/2025 02:20",50,3,2,7,0,EU-Central,Mobile
S001294,P00553,2025-09-30T23:40:10Z,44,3,2,12,Y,,IOS/Android
S001295,P00553,2025-09-14T01:59:10Z,52,4,2,21,1,LATAM,Xbox
S001296,P00553,"Aug 20, 2025 ",25,2,1,10,Y,"NA West",PS5
S001297,P00553,"09/02/2025 00:00",25,1,0,5,N,,Mobile
S001298,P00557,2025-12-25T02:43:09Z,"49 mins",3,1,18,No,LATAM,
S001299,P00557,12/07/2025,6,1,0,7,,EU-Central,PS5
S001300,P00557,20-11-2025,45,4,3,24,0,"NA West",Steam
S001301,P00557,2025-12-26T18:30:09Z,23,2,1,12,0,NA-East,
S001302,P00557,2025-12-07T21:09:09Z,33,3,2,10,0,NA-East,steam
S001303,P00557,2026.01.08,25,2,1,5,No,,pc/steam
S001304,P00557,2025-12-22T19:49:09Z,23,1,0,7,No,EU-Central,PC
S001305,P00558,2025-09-13T08:24:40Z,28,NULL,1,9,N,NULL,Xbox
S001306,P00560,"12/13/25 20:37",38,2,1,11,Yes,NULL,PS5
S001307,P00560,"12/03/2025 11:35","24 mins",2,1,9,No,LATAM,IOS/Android
S001308,P00560,2025.12.20,"74 mins",7,4,31,1,"NA West",PC
S001309,P00560,"21.12.2025 03:15",29,2,1,,,EU-Central,IOS/Android
S001310,P00560,"12/31/2025 02:03",52,3,1,13,1,NA-East,
S001311,P00560,"01/09/2026 19:37",14,1,0,4,,"NA West",IOS/Android
S001312,P00560,2026-01-18T08:27:09Z,61,4,,19,Yes,NA-East,Mobile
S001313,P00561,2025/12/14,35,2,1,4,Y,NA-East,PS5
S001314,P00563,"02/16/2026 05:55",47,4,3,14,,APAC,IOS/Android
S001315,P00563,"02/05/2026 00:57",16,2,1,15,No,"NA West",
S001316,P00563,01/24/2026,60,5,2,24,,"NA West",PS5
S001317,P00563,2026-01-27T18:04:43Z,40,2,1,9,Yes,"NA West",pc/steam
S001318,P00563,"01/28/2026 00:14",39,3,2,,N,,PS5
S001319,P00563,2026-01-22T16:05:43Z,"47 mins",3,,12,1,NA-East,IOS/Android
S001320,P00563,"01/31/2026 11:07",52,4,2,18,N,NULL,Xbox
S001321,P00563,"01/31/2026 11:07",52,4,2,18,N,NULL,Xbox
S001322,P00563,"01/11/2026 15:47",32,3,2,7,No,,
S001323,P00563,2026-01-18T17:02:43Z,45,3,1,18,Yes,NULL,PS5
S001324,P00563,"02/09/2026 11:05",65,6,4,34,Y,LATAM,pc/steam
S001325,P00563,2026-01-30T19:19:43Z,47,5,1,24,N,APAC,Mobile
S001326,P00564,2026-02-11T23:30:36Z,37,2,1,8,No,LATAM,pc/steam
S001327,P00564,"02/25/2026 11:12",25,2,1,10,Y,NULL,steam
S001328,P00564,"02/19/2026 09:24",47,3,2,7,Y,EU-Central,
S001329,P00564,2026-03-16T12:22:36Z,47,3,,,Yes,NULL,Mobile
S001330,P00564,2026-03-19T15:56:36Z,15,1,0,,N,LATAM,PC
S001331,P00564,"02/25/2026 04:29",32,2,1,6,0,,pc/steam
S001332,P00564,2026-03-22,41,3,2,12,Yes,APAC,Steam
S001333,P00564,2026-02-12T03:24:36Z,33,2,1,0,Y,NA-East,pc/steam
S001334,P00565,25-10-2025,25,1,0,0,N,EU-Central,
S001335,P00565,"11/09/2025 02:10",28,2,1,16,,APAC,pc/steam
S001336,P00565,2025-11-04T05:54:17Z,32,3,1,11,1,LATAM,PS5
S001337,P00571,2025-11-09T22:21:53Z,22,2,1,7,No,NA-East,
S001338,P00571,"09.12.2025 04:31",40,2,1,11,0,APAC,pc/steam
S001339,P00571,"11/06/25 23:41",39,4,2,19,No,,Mobile
S001340,P00571,2025-11-07T15:47:53Z,63,5,2,25,,,Mobile
S001341,P00571,"2025-11-06 13:56:53",30,2,1,10,Y,NULL,
S001342,P00572,2026-01-07T20:52:36Z,30,3,1,11,N,EU-Central,IOS/Android
S001343,P00572,"01/16/2026 19:22",30,2,1,5,Yes,NA-East,
S001344,P00572,12/29/2025,33,2,1,10,0,NULL,steam
S001345,P00572,25-12-2025,16m,1,0,2,Y,LATAM,steam
S001346,P00572,2026-01-18T20:43:36Z,68,6,3,,Y,APAC,PS5
S001347,P00572,"02/03/26 06:47",32,3,2,16,0,"NA West",Mobile
S001348,P00572,"Feb 10, 2026",40,3,1,14,Y,,steam
S001349,P00572,2025-12-29T00:39:36Z,40,3,2,12,Y,EU-Central,pc/steam
S001350,P00572,"02/05/2026 23:18",51,3,2,20,0,EU-Central,IOS/Android
S001351,P00572,2026-01-20,39,4,2,19,,"NA West",PS5
S001352,P00572,04-01-2026,50,5,3,22,,LATAM,PC
S001353,P00572,2025-12-27T02:31:36Z,29,2,1,6,1,NULL,Xbox
S001354,P00574,"Oct 15, 2025",51,3,2,12,0,EU-Central,PC
S001355,P00574,2025-10-20T00:59:54Z,23,1,1,6,Y,LATAM,PS5
S001356,P00574,2025.10.17,36,3,2,13,0,APAC,pc/steam
S001357,P00575,"01/07/2026 06:14",37,3,1,15,,NA-East,Mobile
S001358,P00575,"2025-12-06 ",37,2,1,9,0,"NA West",Mobile
S001359,P00575,"12/04/2025 18:19",45m,3,2,14,,"NA West",IOS/Android
S001360,P00575,"12/08/25 13:06 ",42,NULL,2,8,,"NA West",steam
S001361,P00575,2025-12-25T11:29:49Z,28,2,1,0,,LATAM,Mobile
S001362,P00578,"12/24/2025 00:03",89,6,4,27,,EU-Central,Steam
S001363,P00578,15-11-2025,42m,3,2,11,Yes,"NA West",Steam
S001364,P00583,2025-11-06,50m,3,1,17,N,"NA West",Mobile
S001365,P00583,2025-12-09T09:16:44Z,52,5,3,16,0,LATAM,Steam
S001366,P00583,2025/11/30,"53 mins",3,1,22,Yes,EU-Central,Xbox
S001367,P00583,"11/20/2025 04:44",36,3,2,20,N,NA-East,
S001368,P00583,"11/29/2025 00:14",39m,3,2,13,No,APAC,
S001369,P00583,2025-12-02T19:02:44Z,49,4,3,,0,NULL,IOS/Android
S001370,P00583," 11/16/25 00:37",46,4,2,21,0,LATAM,Xbox
S001371,P00583,2025.11.22,51,3,2,11,Y,"NA West",IOS/Android
S001372,P00584,"11/24/2025 13:19",87,5,3,27,No,NULL,IOS/Android
S001373,P00584,10/24/2025,26,2,1,9,Yes,EU-Central,Mobile
S001374,P00584,2025-11-17T11:01:41Z,"66 mins",4,3,14,1,EU-Central,
S001375,NULL,2025-10-11,52,4,2,15,No,LATAM,PS5
S001376,P00584,2025-11-20T21:07:41Z,39,4,1,14,Yes,LATAM,
S001377,P00584,2025-11-23T10:08:41Z,51,4,,19,No,LATAM,Mobile
S001378,P00584,2025-11-25T17:01:41Z,41,NULL,1,4,Yes,NA-East,PS5
S001379,P00584,12-10-2025,49m,3,2,10,Yes,,IOS/Android
S001380,P00585,2025-11-24T02:02:49Z,46,3,2,,Yes,APAC,Mobile
S001381,P00585,2025-10-19T13:56:49Z,13,1,1,0,,APAC,IOS/Android
S001382,P00587,"12/27/2025 09:01",67,4,3,16,N,"NA West",PC
S001383,P00588,2025-10-26T01:26:44Z,22,2,1,,0,NULL,PC
S001384,P00588,2025-10-12T17:47:44Z,38,2,1,11,No,NA-East,
S001385,P00588,"10/13/2025 13:54",43,4,2,21,Y,NULL,Xbox
S001386,P00588,2025-09-10T17:32:44Z,10,1,0,0,Y,NA-East,PS5
S001387,P00588,"09/27/2025 15:57",37,2,1,,1,NULL,Xbox
S001388,P00588,"10/14/2025 22:57",43,2,1,15,N,NULL,IOS/Android
S001389,P00588,"10/11/2025 09:30",35,2,1,16,Y,APAC,steam
S001390,P00588,2025-09-12T18:12:44Z,31,2,1,6,0,APAC,pc/steam
S001391,P00588,2025-09-27T10:52:44Z,12,1,0,4,0,APAC,steam
S001392,P00589,2026-03-04T17:36:15Z,45,4,2,20,,EU-Central,IOS/Android
S001393,P00589,2026-03-09T00:18:15Z,53,3,2,29,Y,LATAM,Mobile
S001394,P00589,"01/27/2026 11:49",46,4,2,26,Y,NULL,pc/steam
S001395,P00589,"01/27/2026 11:49",46,4,2,26,Y,NULL,pc/steam
S001396,P00589,"02/03/2026 08:42",61,6,3,30,Y,APAC,Steam
S001397,P00589,2026-03-08T10:25:15Z,42,3,2,12,,NA-East,Steam
S001398,P00589,"02/03/2026 20:25",39m,2,1,10,1,"NA West",steam
S001399,P00601,"02/04/2026 11:25",30,3,,20,0,NA-East,Mobile
S001400,P00601,2026-03-02T00:00:54Z,40,4,2,16,1,APAC,steam
S001401,P00601,"02/15/2026 17:57",46,4,,15,Y,NULL,Xbox
S001402,P00601,2026-02-13,32,2,1,9,No,,steam
S001403,P00601,2026-03-09T22:55:54Z,52,3,1,16,N,"NA West",pc/steam
S001404,P00601,2026-03-12,54,4,3,11,Y,APAC,Mobile
S001405,P00601,"03/03/2026 20:52",21,2,1,14,,NULL,steam
S001406,P00601,2026-02-09T18:29:54Z,65,5,3,19,0,,PS5
S001407,P00601,13-02-2026,42,3,1,,Yes,NULL,Mobile
S001408,P00601,2026.03.06,50,3,1,14,0,,Mobile
